id;tipologia;denominazione;via;civico;latitude;longitude;stelle;categoria;totalePostiLetto;totaleNumeroCamere;numeroSingole;numeroDoppie;numeroTriple;numeroQuadruple;numeroBagni;contattoCellulare;contattoEmail;contattoFacebook;contattoInstagram;contattoTelefono;contattoWebSite;contattoFax;contattoTwitter;accessibileDisabili;accettazioneGruppi;"accettaAnimaliPiccolaTaglia";attivitaSportive;depositoValori;lavanderia;ristorante;tennis;parco;pistaBallo;servizioTelefono;televisione;tennisTavolo;ariaCondizionata;coperturaWifi;piscina;parcheggioCustodito;"venditaAlimentiPropriaProduzione";trasportoClienti;bar;cassettaSicurezza;presaTelefonicaModem;spaccio;campiBocce;campoBeachVolley;campoCalcetto;campoPallavolo;attraccoNatanti;numeroBungalow;numeroDocce;numeroLavadini;numeroPiazzole
146853;"Case e appartamenti per vacanze";"Casa vacanza Antonelli";"Via Ariosto";"32";"41.8904214";"12.504213";;;5;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60310;"Case e appartamenti per vacanze";"Casa Vacanza Appia";"Via Clelia";"64";"41.8747750";"12.5268272";;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141259;"Case e appartamenti per vacanze";"Casa vacanza basilica di San Giovanni";"Via Magnagrecia";"30A";"41.8845101";"12.509182";;;7;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155939;"Case e appartamenti per vacanze";"Casa vacanza Bellezza di Roma";"Via Conca D'Oro";"158";"41.9400445";"12.5253204";;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150002;"Case e appartamenti per vacanze";"Casa vacanza Black&White";"Vicolo di San Celso";"18";"41.9003333";"12.4673167";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143999;"Case e appartamenti per vacanze";"Casa vacanza Boccanera a Trastevere";"Vicolo di Santa Rufina";"45";"41.8900399";"12.4724256";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173783;"Case e appartamenti per vacanze";"Casa vacanza casetta Ada";"Via Alfredo Catalani";"50";"41.9374151";"12.51098";;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161940;"Case e appartamenti per vacanze";"Casa vacanza Chiavola";"Via Flaminia";"322";"41.9264292";"12.4702567";;;6;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117300;"Case e appartamenti per vacanze";"Casa vacanza Coppedè";"Via Ombrone";"12c";"41.9179435";"12.5033471";;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147491;"Case e appartamenti per vacanze";"Casa vacanza di Persia Isabella";"Via di Porta Cavalleggeri";"13";"41.900134";"12.4559401";;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173784;"Case e appartamenti per vacanze";"Casa vacanza duplex with terrace";"Via di Pietra";"87";"41.8999635";"12.4802597";;;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151828;"Case e appartamenti per vacanze";"Casa vacanza Etruria Home";"Via Etruria";"12";"41.8789207";"12.513677";;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176516;"Case e appartamenti per vacanze";"CASA VACANZA GESTITA IN FORMA IMPRENDITORIALE ""ALLE RESIDENZE IN ROMA""";"Via Aosta";"56";"41.88407";"12.514869";;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176517;"Case e appartamenti per vacanze";"CASA VACANZA GESTITA IN FORMA IMPRENDITORIALE ""ALLE RESIDENZE IN ROMA""";"Via Merulana";"215";"41.8922458";"12.5013487";;;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176518;"Case e appartamenti per vacanze";"CASA VACANZA GESTITA IN FORMA IMPRENDITORIALE ""ALLE RESIDENZE IN ROMA""";"Via Merulana";"234";"41.8922458";"12.5013487";;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85797;"Case e appartamenti per vacanze";"Casa vacanza Grecia Antica";"Via Magnagrecia";"30a";"41.8845101";"12.5091820";;;9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243187;"Case e appartamenti per vacanze";"Casa vacanza House loft Rome";"Vicolo de' Renzi";"9";"41.8906585";"12.470338";;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86152;"Case e appartamenti per vacanze";"Casa vacanza Il Colosseo";"Via del Colosseo";"1/D";"41.8925485";"12.4899454";;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286293;"Case e appartamenti per vacanze";"Casa vacanza imprenditoriale The Chic Suite";"Via del Corso";"24";"41.908842";"12.477256";;;2;;;;;;;"320 5678806";"thechicsuite@outlook.it";"www.facebook.com/thechicsuite";;;;;;;;;;;true;;;;;;;;;true;;;;;;true;;;;;;;;;;;
173788;"Case e appartamenti per vacanze";"Casa vacanza La casina del Lido";"Via Tuscolana";"336";"41.8754624";"12.5274136";;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120154;"Case e appartamenti per vacanze";"Casa Vacanza Ladri di Biciclette";"Clivo Sant'Antonino";"13";"41.8999259";"12.4477553";;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118020;"Case e appartamenti per vacanze";"Casa Vacanza Linda";"Via Filippo Marchetti";"11";"41.9365521";"12.5161356";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144116;"Case e appartamenti per vacanze";"Casa Vacanza Lopresto";"Via Bixio";"8";"41.8946578";"12.5097856";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163587;"Case e appartamenti per vacanze";"Casa vacanza Lotus";"Via Monte Santo";"10";"41.9159575";"12.4598935";;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157442;"Case e appartamenti per vacanze";"Casa vacanza luna holidays";"Via della Scala";"35";"41.8920944";"12.4677034";;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157443;"Case e appartamenti per vacanze";"Casa vacanza Malvina";"Viale Glorioso";"29";"41.8855032";"12.4671177";;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119545;"Case e appartamenti per vacanze";"Casa vacanza Marcello";"Via dei Marruccini";"40";"41.9001038";"12.5139796";;;9;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141782;"Case e appartamenti per vacanze";"Casa vacanza Margherita";"Via Nicola Fabrizi";"1";"41.887667";"12.4661849";;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157444;"Case e appartamenti per vacanze";"Casa vacanza Merulana";"Via Merulana";"165";"41.88963";"12.50328";;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173831;"Case e appartamenti per vacanze";"Casa vacanza Minerva 4";"Via dei Banchi Vecchi";"58";"41.8990178";"12.4665839";;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141623;"Case e appartamenti per vacanze";"Casa Vacanza Mirabello";"Via Carlo Mirabello";"24";"41.9168877";"12.4570619";;;3;;1;1;;;;"0039 393 4191775";"mirabellovacanze@gmail.com";;;;"http://mirabellovacanze.com/";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164317;"Case e appartamenti per vacanze";"Casa vacanza Monte Farina";"Via del Monte della Farina";"42";"41.8948487";"12.474991";;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135373;"Case e appartamenti per vacanze";"Casa vacanza Monteverde da Giuliana";"Via Antonio Cerasi";"8B";"41.8724539";"12.4538544";;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118132;"Case e appartamenti per vacanze";"Casa Vacanza Paganica";"Piazza Paganica";"50";"41.8942646";"12.4773877";;;6;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149992;"Case e appartamenti per vacanze";"Casa vacanza Penthouse Frattina";"Via Frattina";"34";"41.9041961";"12.4815224";;;4;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157447;"Case e appartamenti per vacanze";"Casa vacanza Quattrocanti";"Via del Babuino";"179";"41.90925";"12.4780684";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117584;"Case e appartamenti per vacanze";"Casa Vacanza Roma";"Via Petrarca";"22";"41.892217";"12.5053657";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157448;"Case e appartamenti per vacanze";"Casa vacanza Roma Trastevere";"Via della Scala";"75";"41.9045422";"12.5922548";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243188;"Case e appartamenti per vacanze";"Casa vacanza St. Peter's Dome";"Via delle Fornaci";"49";"41.8983964";"12.456506";;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163817;"Case e appartamenti per vacanze";"Casa vacanza The Angels House";"Via della Farnesina";"52";"41.9392835";"12.463671";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173853;"Case e appartamenti per vacanze";"Casa vacanza Theatrum Mundi";"Via di Monte del Gallo";"80";"41.8950487";"12.4519643";;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157451;"Case e appartamenti per vacanze";"Casa vacanza Trastevere";"Viale di Trastevere";"231";"41.8775772";"12.4657262";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148470;"Case e appartamenti per vacanze";"Casa vacanza Valentino Eight";"Via Filippo Turati";"34";"41.8988303";"12.5015922";;;11;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58448;"Case e appartamenti per vacanze";"Casa Vacanza Via Veneto";"Via Quintino Sella";"8";"41.9068774";"12.4967546";;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157453;"Case e appartamenti per vacanze";"Casa vacanza Villino Pasqui 2";"Via Angiolo Pasqui";"3";"41.733883";"12.265753";;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303592;"Case e appartamenti per vacanze";"Casa Vacanza Well Luxury Apartments 7";"Vicolo Moroni";"2";"41.892171";"12.468549";;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145738;"Case e appartamenti per vacanze";"Casa Vacanze 3 D";"Viale Guglielmo Marconi";"606";"41.8535201";"12.472496";;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161502;"Case e appartamenti per vacanze";"Casa vacanze 3T SRLS";"Via di Porta Fabbrica";"49";"41.8988123";"12.4530458";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16687;"Case e appartamenti per vacanze";"Casa Vacanze a Ostia.it";"Viale Vasco De Gama";"58";"41.7338474";"12.2771884";;;3;2;;;;;;"0039 340 7761691";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146844;"Case e appartamenti per vacanze";"Casa vacanze al Corso";"Via del Vantaggio";"43";"41.9085793";"12.4759113";;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85295;"Case e appartamenti per vacanze";"Casa Vacanze Albanese";"Via Alessandro Poerio";"22";"41.8813362";"12.4632508";;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157462;"Case e appartamenti per vacanze";"Casa vacanze Alessio";"Lungotevere Portuense";"174";"41.875875";"12.4693214";;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148717;"Case e appartamenti per vacanze";"Casa vacanze Ambassador";"Piazza di Campitelli";"2";"41.89321";"12.47953";;;9;;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148194;"Case e appartamenti per vacanze";"Casa vacanze Andrea Conte";"Via Aurelia";"220";"41.8996672";"12.4438369";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162907;"Case e appartamenti per vacanze";"Casa vacanze Anna al Vaticano";"Via Candia";"66";"41.9082466";"12.4529267";;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173855;"Case e appartamenti per vacanze";"Casa vacanze Arco di S. Calisto";"Via dell'Arco di San Calisto";"18";"41.88919";"12.4720116";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149279;"Case e appartamenti per vacanze";"Casa vacanze Baldo";"Via Baldo degli Ubaldi";"112";"41.8989308";"12.4337612";;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157463;"Case e appartamenti per vacanze";"Casa vacanze Bebbetto";"Via Mario De Fiori";"116";"41.9034698";"12.4826775";;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157464;"Case e appartamenti per vacanze";"Casa vacanze Belli";"Via degli Stefaneschi";"1";"41.8894764";"12.4746187";;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143468;"Case e appartamenti per vacanze";"Casa Vacanze Billa";"Via Luigi Rizzo";"47";"41.9084905";"12.4457506";;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85296;"Case e appartamenti per vacanze";"Casa Vacanze Borgo Vittorio";"Borgo Vittorio";"27";"41.9042525";"12.4604440";;;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157328;"Case e appartamenti per vacanze";"Casa vacanze Bru&Ma Roma al Colosseo";"Vicolo dei Serpenti";"10";"41.8980517";"12.4899016";;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131006;"Case e appartamenti per vacanze";"Casa vacanze Carlotta's House";"Via Luigi Tosti";"27";"41.8728737";"12.5189233";;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85676;"Case e appartamenti per vacanze";"Casa vacanze Casa Garbata";"Via Ignazio Persico";"16";"41.8658744";"12.4883734";;;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156032;"Case e appartamenti per vacanze";"Casa Vacanze Casa Incanto";"Via Alfonso Rendano";"6";"41.9349698";"12.5144874";;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156033;"Case e appartamenti per vacanze";"Casa vacanze Casa Isabella al Colosseo";"Piazza di San Giovanni in Laterano";"50";"41.8869984";"12.5048605";;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173879;"Case e appartamenti per vacanze";"Casa vacanze Casina Rugantea";"Borgo Vittorio";"50";"41.9041994";"12.461466";;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150403;"Case e appartamenti per vacanze";"Casa vacanze Caterina";"Via Erasmo Gattamelata";"55";"41.8897321";"12.5365621";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140476;"Case e appartamenti per vacanze";"Casa vacanze Cavetta";"Via delle Cave";"91";"41.8716427";"12.530153";;;4;;;2;;;;;"info@casavacanzecavetta.com";"www.facebook.com/casavacanzecavettaroma";;;"www.casavacanzecavetta.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117610;"Case e appartamenti per vacanze";"Casa Vacanze Cecilia Metella";"Via Genova";"24";"41.8992119";"12.4922458";;;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150102;"Case e appartamenti per vacanze";"Casa vacanze Chez Mamie";"Via Sebastiano Ziani";"29";"41.9068032";"12.4446726";;;5;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124524;"Case e appartamenti per vacanze";"Casa Vacanze ci ritorno";"Via Giovanni Battista Tiepolo";"11";"41.9241204";"12.4694074";;;4;;;2;;;;"0039 339 5756357";"casavacanzeciritorno@gmail.com";"www.facebook.com/ciritorno.it";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85297;"Case e appartamenti per vacanze";"Casa Vacanze Colle Viminale";"Via Napoli";"21a";"41.9005208";"12.4946065";;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85298;"Case e appartamenti per vacanze";"Casa Vacanze Colosseo da Fernando";"Piazza del Colosseo";"9";"41.8893492";"12.4933073";;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156375;"Case e appartamenti per vacanze";"Casa vacanze Colosseo Rome Apartment Green";"Via Cavour";"294";"41.893569";"12.4894283";;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156373;"Case e appartamenti per vacanze";"Casa vacanze Colosseo Rome Apartment Orange";"Via Cavour";"294";"41.893569";"12.4894283";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156374;"Case e appartamenti per vacanze";"Casa vacanze Colosseo Rome Apartment Red";"Via Cavour";"294";"41.893569";"12.4894283";;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173880;"Case e appartamenti per vacanze";"Casa vacanze Consoli";"Viale dei Consoli";"114";"41.8640695";"12.5530389";;;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173882;"Case e appartamenti per vacanze";"Casa vacanze Conti";"Via Appiano";"16";"41.91337";"12.4397";;;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148094;"Case e appartamenti per vacanze";"Casa vacanze Crescenzio";"Via Crescenzio";"86";"41.9061738";"12.4598486";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80947;"Case e appartamenti per vacanze";"Casa Vacanze Criscuolo";"Via Pietro Bonfante";"52";"41.8593642";"12.5655574";;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133722;"Case e appartamenti per vacanze";"Casa Vacanze da Marino";"Via Emanuele Filiberto";"191";"41.8896766";"12.507029";;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117790;"Case e appartamenti per vacanze";"Casa Vacanze da Vinci";"Viale Leonardo da Vinci";"173";"41.8544887";"12.4805807";;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319453;"Case e appartamenti per vacanze";"Casa vacanze Daria & De Luca";"Via dei Pastini";"124";"41.89959214505449";"12.477760074094487";;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132292;"Case e appartamenti per vacanze";"Casa Vacanze di Sara";"Via Urbana";"152";"41.8975466";"12.4952247";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298561;"Case e appartamenti per vacanze";"Casa vacanze Domus Gioconda 2";"Via Angelo Olivieri";"116";"41.736577";"12.291262";;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161956;"Case e appartamenti per vacanze";"Casa vacanze Domus Mare";"Viale del Lido";"29";"41.7776294";"12.4366316";;;3;;1;1;;;;"0039 333 4824174";"info@domusmareostia.com";;;;"www.domusmareostia.com/";;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
157482;"Case e appartamenti per vacanze";"Casa vacanze Donzella";"Via Acqua Donzella";"11";"41.8694175";"12.532687";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60370;"Case e appartamenti per vacanze";"Casa Vacanze Doria";"Via Ostia";"28";"41.9094109";"12.4543799";;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85299;"Case e appartamenti per vacanze";"Casa Vacanze e Studio Tirreno";"Viale Tirreno";"190 ";"41.9418492";"12.5293414";;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135377;"Case e appartamenti per vacanze";"Casa vacanze Elisa";"Circonvallazione Nomentana";"464";"41.9137437";"12.5278376";;;6;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157484;"Case e appartamenti per vacanze";"Casa vacanze Febo";"Vicolo del Febo";"7";"41.9003147";"12.4722946";;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148953;"Case e appartamenti per vacanze";"Casa vacanze Federici";"Via Volterra";"14";"41.8563787";"12.4705476";;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157485;"Case e appartamenti per vacanze";"Casa vacanze felicità";"Via Giulio Venticinque";"50";"41.9080013";"12.4472687";;;2;;;1;;;;"0039 334 7762708 - 339 3701257";"info@felicitacasavacanzeroma.it";"https://www.facebook.com/Casa-Vacanze-Felicita-1399383373678482/";;;"www.felicitacasavacanzeroma.com";;;;;;;;;;;;;;;;;true;;;;;;;;;;;;;;;;;
156021;"Case e appartamenti per vacanze";"Casa vacanze Francesco e Norma";"Via Emanuele Filiberto";"161";"41.890187";"12.5066162";;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137163;"Case e appartamenti per vacanze";"Casa Vacanze Freddy";"Viale Guglielmo Marconi";"451";"41.8556725";"12.4719725";;;7;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164307;"Case e appartamenti per vacanze";"Casa vacanze Gem of Pantheon";"Via della Rotonda";"6";"41.8980052";"12.4763603";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141338;"Case e appartamenti per vacanze";"Casa vacanze gioiosa";"Via Panaro";"14";"41.9240081";"12.511412";;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127585;"Case e appartamenti per vacanze";"Casa Vacanze Glem";"Via Acqua Donzella";"38";"41.8688335";"12.533414";;;2;;1;;;;;;"casavacanzeglem@gmail.com";;;;;;;;;;;;;;;;;;true;;true;true;;;;;;;;;;;;;;;;;
142454;"Case e appartamenti per vacanze";"Casa vacanze Great Suite";"Via di San Martino ai Monti";"13";"41.8954255";"12.4979969";;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85301;"Case e appartamenti per vacanze";"Casa Vacanze Gregorio";"Via Gregorio VII";"221";"41.8954770";"12.4455035";;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150400;"Case e appartamenti per vacanze";"Casa vacanze Hyperion";"Via di San Giovanni in Laterano";"276";"41.8875428";"12.5024734";;;3;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117337;"Case e appartamenti per vacanze";"Casa vacanze Idi Irnerio";"Via Giuseppe De Camillis";"8";"41.8999967";"12.4287911";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239841;"Case e appartamenti per vacanze";"Casa vacanze Il tulipano Int. A - B - C";"Via Aurelia";"220";"43.9676918";"10.2126612";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157506;"Case e appartamenti per vacanze";"Casa vacanze Imprenditoriale Apartment and Rooms Rome";"Piazza Tarquinia";"2";"41.8812165";"12.5097475";;;5;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147950;"Case e appartamenti per vacanze";"Casa vacanze Irnerio";"Via Aurelia";"454";"41.898687";"12.4260333";;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142865;"Case e appartamenti per vacanze";"Casa vacanze Iside";"Via Iside";"3";"41.8894434";"12.5017945";;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330520;"Case e appartamenti per vacanze";"Casa Vacanze IV House";"Via del Conservatorio";"60";"41.892790519089374";"12.472873534598401";;1;3;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135380;"Case e appartamenti per vacanze";"Casa vacanze la famiglia";"Via Gallia";"122";"41.8810003";"12.5041216";;;4;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85302;"Case e appartamenti per vacanze";"Casa Vacanze la Scala";"Vicolo del Leopardo";"26";"41.8905829";"12.4677063";;;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157455;"Case e appartamenti per vacanze";"Casa vacanze "" La terrasse du Vatican""";"Viale Giulio Cesare";"109";"41.9096253";"12.4597114";;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161965;"Case e appartamenti per vacanze";"Casa vacanze ""Le Picene""";"Via dei Piceni";"25";"41.8979966";"12.5186104";;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173906;"Case e appartamenti per vacanze";"Casa vacanze Luisa";"Via Pio Piacentini";"14";"41.8698077";"12.4115062";;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173907;"Case e appartamenti per vacanze";"Casa vacanze Lupa";"Vicolo della Palomba";"19";"41.9014849";"12.47361";;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173908;"Case e appartamenti per vacanze";"Casa vacanze Mafi";"Via Astura";"2";"41.8801494";"12.5098994";;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133723;"Case e appartamenti per vacanze";"Casa Vacanze Marco Aurelio";"Via Pellegrino Matteucci";"41";"41.8722193";"12.4814806";;;6;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
